table_schema	table_name	ordinal_position	column_name	data_type	udt_name	is_nullable	column_default
public	user_api_keys	9	lastUsedAt	timestamp with time zone	timestamptz	YES	
public	user_favorites	1	id	integer	int4	NO	
public	user_favorites	2	userId	uuid	uuid	NO	
public	user_favorites	3	resourceId	character varying	varchar	NO	
public	user_favorites	4	resourceType	character varying	varchar	NO	
public	variables	2	key	character varying	varchar	NO	
public	variables	3	type	character varying	varchar	NO	'string'::character varying
public	variables	4	value	text	text	YES	
public	variables	5	id	character varying	varchar	NO	
public	variables	6	projectId	character varying	varchar	YES	
public	webhook_entity	2	webhookPath	character varying	varchar	NO	
public	webhook_entity	3	method	character varying	varchar	NO	
public	webhook_entity	4	node	character varying	varchar	NO	
public	webhook_entity	5	webhookId	character varying	varchar	YES	
public	webhook_entity	6	pathLength	integer	int4	YES	
public	webhook_entity	7	workflowId	character varying	varchar	NO	
public	workflow_builder_session	1	id	uuid	uuid	NO	
public	workflow_builder_session	2	workflowId	character varying	varchar	NO	
public	workflow_builder_session	3	userId	uuid	uuid	NO	
public	workflow_builder_session	4	messages	json	json	NO	'[]'::json
public	workflow_builder_session	5	previousSummary	text	text	YES	
public	workflow_builder_session	6	createdAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	workflow_builder_session	7	updatedAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	workflow_builder_session	8	activeVersionCardId	character varying	varchar	YES	
public	workflow_builder_session	9	resumeAfterRestoreMessageId	character varying	varchar	YES	
public	workflow_dependency	1	id	integer	int4	NO	
public	workflow_dependency	2	workflowId	character varying	varchar	NO	
public	workflow_dependency	3	workflowVersionId	integer	int4	NO	
public	workflow_dependency	4	dependencyType	character varying	varchar	NO	
public	workflow_dependency	5	dependencyKey	character varying	varchar	NO	
public	workflow_dependency	6	dependencyInfo	json	json	YES	
public	workflow_dependency	7	indexVersionId	smallint	int2	NO	1
public	workflow_dependency	8	createdAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	workflow_dependency	9	publishedVersionId	character varying	varchar	YES	
public	workflow_entity	2	name	character varying	varchar	NO	
public	workflow_entity	3	active	boolean	bool	NO	
public	workflow_entity	4	nodes	json	json	NO	
public	workflow_entity	5	connections	json	json	NO	
public	workflow_entity	6	createdAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	workflow_entity	7	updatedAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	workflow_entity	8	settings	json	json	YES	
public	workflow_entity	9	staticData	json	json	YES	
public	workflow_entity	10	pinData	json	json	YES	
public	workflow_entity	12	versionId	character	bpchar	NO	
public	workflow_entity	13	triggerCount	integer	int4	NO	0
public	workflow_entity	14	id	character varying	varchar	NO	
public	workflow_entity	15	meta	json	json	YES	
public	workflow_entity	16	parentFolderId	character varying	varchar	YES	NULL::character varying
public	workflow_entity	17	isArchived	boolean	bool	NO	false
public	workflow_entity	18	versionCounter	integer	int4	NO	1
public	workflow_entity	19	description	text	text	YES	
public	workflow_entity	20	activeVersionId	character varying	varchar	YES	
public	workflow_entity	21	nodeGroups	json	json	NO	'[]'::json
public	workflow_entity	22	sourceWorkflowId	character varying	varchar	YES	
public	workflow_history	1	versionId	character varying	varchar	NO	
public	workflow_history	2	workflowId	character varying	varchar	NO	
public	workflow_history	5	authors	character varying	varchar	NO	
public	workflow_history	6	createdAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	workflow_history	7	updatedAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	workflow_history	8	nodes	json	json	NO	
public	workflow_history	9	connections	json	json	NO	
public	workflow_history	10	name	character varying	varchar	YES	
public	workflow_history	11	autosaved	boolean	bool	NO	false
public	workflow_history	12	description	text	text	YES	
public	workflow_history	13	nodeGroups	json	json	NO	'[]'::json
public	workflow_publication_outbox	1	id	integer	int4	NO	
public	workflow_publication_outbox	2	workflowId	character varying	varchar	NO	
public	workflow_publication_outbox	3	publishedVersionId	character varying	varchar	NO	
public	workflow_publication_outbox	4	status	character varying	varchar	NO	
public	workflow_publication_outbox	5	errorMessage	text	text	YES	
public	workflow_publication_outbox	6	createdAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	workflow_publication_outbox	7	updatedAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	workflow_publish_history	1	id	integer	int4	NO	
public	workflow_publish_history	2	workflowId	character varying	varchar	NO	
public	workflow_publish_history	3	versionId	character varying	varchar	YES	
public	workflow_publish_history	4	event	character varying	varchar	NO	
public	workflow_publish_history	5	userId	uuid	uuid	YES	
public	workflow_publish_history	6	createdAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	workflow_published_version	1	workflowId	character varying	varchar	NO	
public	workflow_published_version	2	publishedVersionId	character varying	varchar	NO	
public	workflow_published_version	3	createdAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	workflow_published_version	4	updatedAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	workflow_statistics	1	count	bigint	int8	YES	0
public	workflow_statistics	2	latestEvent	timestamp with time zone	timestamptz	YES	
public	workflow_statistics	3	name	character varying	varchar	NO	
public	workflow_statistics	5	workflowId	character varying	varchar	NO	
public	workflow_statistics	6	rootCount	bigint	int8	YES	0
public	workflow_statistics	7	id	integer	int4	NO	nextval('workflow_statistics_id_seq'::regclass)
public	workflow_statistics	8	workflowName	character varying	varchar	YES	
public	workflows_tags	3	workflowId	character varying	varchar	NO	
public	workflows_tags	4	tagId	character varying	varchar	NO	
(917 rows)
